ID,Prompt,Relation,Image,Type,Prompt Type,Agree
2,a cylinder in a box,in,a_cylinder_in_a_box_image_2.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_3.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_4.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_5.png,Physical,Original,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_6.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_7.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_8.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_9.png,Physical,Original,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_10.png,Physical,Original,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_1.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_2.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_3.png,Agentic,Original,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_4.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_5.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_6.png,Agentic,Original,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_7.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_8.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_9.png,Agentic,Original,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_10.png,Agentic,Original,1.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_1.png,Agentic,Reversed,0.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_2.png,Agentic,Reversed,1.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_3.png,Agentic,Reversed,0.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_4.png,Agentic,Reversed,0.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_5.png,Agentic,Reversed,1.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_6.png,Agentic,Reversed,0.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_7.png,Agentic,Reversed,1.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_8.png,Agentic,Reversed,0.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_9.png,Agentic,Reversed,1.0
2,a robot touching a man,touching,a_robot_touching_a_man_image_10.png,Agentic,Reversed,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_1.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_2.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_3.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_4.png,Agentic,Original,0.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_5.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_6.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_7.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_8.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_9.png,Agentic,Original,1.0
2,a child touching a bowl,touching,a_child_touching_a_bowl_image_10.png,Agentic,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_1.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_2.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_3.png,Physical,Original,0.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_4.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_5.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_6.png,Physical,Original,0.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_7.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_8.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_9.png,Physical,Original,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_10.png,Physical,Original,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_1.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_2.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_3.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_4.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_5.png,Agentic,Reversed,1.0
2,a man helping a child,helping,a_man_helping_a_child_image_6.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_7.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_8.png,Agentic,Reversed,0.0
2,a man helping a child,helping,a_man_helping_a_child_image_9.png,Agentic,Reversed,1.0
2,a man helping a child,helping,a_man_helping_a_child_image_10.png,Agentic,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_1.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_2.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_3.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_4.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_5.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_6.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_7.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_8.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_9.png,Physical,Reversed,0.0
2,a bowl in a spoon,in,a_bowl_in_a_spoon_image_10.png,Physical,Reversed,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_1.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_2.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_3.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_4.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_5.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_6.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_7.png,Physical,Original,1.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_8.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_9.png,Physical,Original,0.0
2,a teacup near a bowl,near,a_teacup_near_a_bowl_image_10.png,Physical,Original,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_1.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_2.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_3.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_4.png,Physical,Original,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_5.png,Physical,Original,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_6.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_7.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_8.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_9.png,Physical,Original,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_10.png,Physical,Original,1.0
2,a blanket on a box,on,a_blanket_on_a_box_image_1.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_2.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_3.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_4.png,Physical,Original,1.0
2,a blanket on a box,on,a_blanket_on_a_box_image_5.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_6.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_7.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_8.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_9.png,Physical,Original,0.0
2,a blanket on a box,on,a_blanket_on_a_box_image_10.png,Physical,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_1.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_2.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_3.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_4.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_5.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_6.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_7.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_8.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_9.png,Agentic,Original,0.0
2,a robot helping a child,helping,a_robot_helping_a_child_image_10.png,Agentic,Original,1.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_1.png,Agentic,Reversed,1.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_2.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_3.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_4.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_5.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_6.png,Agentic,Reversed,1.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_7.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_8.png,Agentic,Reversed,0.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_9.png,Agentic,Reversed,1.0
2,a cylinder touching an iguana,touching,a_cylinder_touching_an_iguana_image_10.png,Agentic,Reversed,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_1.png,Agentic,Original,0.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_2.png,Agentic,Original,0.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_3.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_4.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_5.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_6.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_7.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_8.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_9.png,Agentic,Original,1.0
2,a dog chasing a child,chasing,a_dog_chasing_a_child_image_10.png,Agentic,Original,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_1.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_2.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_3.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_4.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_5.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_6.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_7.png,Physical,Reversed,0.0
2,a box on a bowl,on,a_box_on_a_bowl_image_8.png,Physical,Reversed,1.0
2,a box on a bowl,on,a_box_on_a_bowl_image_9.png,Physical,Reversed,0.0
2,a box on a bowl,on,a_box_on_a_bowl_image_10.png,Physical,Reversed,1.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_1.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_2.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_3.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_4.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_5.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_6.png,Agentic,Original,1.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_7.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_8.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_9.png,Agentic,Original,0.0
2,a robot helping a man,helping,a_robot_helping_a_man_image_10.png,Agentic,Original,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_1.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_2.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_3.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_4.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_5.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_6.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_7.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_8.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_9.png,Agentic,Reversed,0.0
2,a monkey helping a man,helping,a_monkey_helping_a_man_image_10.png,Agentic,Reversed,0.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_1.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_2.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_3.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_4.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_5.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_6.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_7.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_8.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_9.png,Physical,Reversed,1.0
2,a spoon near a cylinder,near,a_spoon_near_a_cylinder_image_10.png,Physical,Reversed,1.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_1.png,Physical,Reversed,0.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_2.png,Physical,Reversed,1.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_3.png,Physical,Reversed,1.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_4.png,Physical,Reversed,0.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_5.png,Physical,Reversed,1.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_6.png,Physical,Reversed,1.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_7.png,Physical,Reversed,0.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_8.png,Physical,Reversed,0.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_9.png,Physical,Reversed,0.0
2,a bowl near a teacup,near,a_bowl_near_a_teacup_image_10.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_1.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_2.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_3.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_4.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_5.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_6.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_7.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_8.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_9.png,Physical,Reversed,0.0
2,a bowl in a teacup,in,a_bowl_in_a_teacup_image_10.png,Physical,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_1.png,Agentic,Reversed,1.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_2.png,Agentic,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_3.png,Agentic,Reversed,1.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_4.png,Agentic,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_5.png,Agentic,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_6.png,Agentic,Reversed,1.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_7.png,Agentic,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_8.png,Agentic,Reversed,1.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_9.png,Agentic,Reversed,0.0
2,a rabbit chasing an iguana,chasing,a_rabbit_chasing_an_iguana_image_10.png,Agentic,Reversed,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_1.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_2.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_3.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_4.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_5.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_6.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_7.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_8.png,Agentic,Original,0.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_9.png,Agentic,Original,1.0
2,an iguana touching a spoon,touching,an_iguana_touching_a_spoon_image_10.png,Agentic,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_1.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_2.png,Physical,Original,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_3.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_4.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_5.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_6.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_7.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_8.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_9.png,Physical,Original,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_10.png,Physical,Original,1.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_1.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_2.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_3.png,Physical,Original,1.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_4.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_5.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_6.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_7.png,Physical,Original,1.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_8.png,Physical,Original,0.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_9.png,Physical,Original,1.0
2,a blanket near a teacup,near,a_blanket_near_a_teacup_image_10.png,Physical,Original,1.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_1.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_2.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_3.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_4.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_5.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_6.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_7.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_8.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_9.png,Agentic,Reversed,0.0
2,a child chasing a monkey,chasing,a_child_chasing_a_monkey_image_10.png,Agentic,Reversed,0.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_1.png,Agentic,Reversed,0.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_2.png,Agentic,Reversed,1.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_3.png,Agentic,Reversed,1.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_4.png,Agentic,Reversed,1.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_5.png,Agentic,Reversed,1.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_6.png,Agentic,Reversed,1.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_7.png,Agentic,Reversed,0.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_8.png,Agentic,Reversed,0.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_9.png,Agentic,Reversed,0.0
2,a spoon touching an iguana,touching,a_spoon_touching_an_iguana_image_10.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_1.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_2.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_3.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_4.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_5.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_6.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_7.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_8.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_9.png,Agentic,Reversed,0.0
2,an iguana helping a woman,helping,an_iguana_helping_a_woman_image_10.png,Agentic,Reversed,0.0
2,a bowl touching a child,touching,a_bowl_touching_a_child_image_1.png,Agentic,Original,0.0
2,a bowl touching a child,touching,a_bowl_touching_a_child_image_2.png,Agentic,Original,0.0
2,a bowl touching a child,touching,a_bowl_touching_a_child_image_3.png,Agentic,Original,0.0
2,a bowl touching a child,touching,a_bowl_touching_a_child_image_4.png,Agentic,Original,0.0
