ID,Prompt,Relation,Image,Type,Agree
2,an iguana hitting a spoon,hitting,an_iguana_hitting_a_spoon_image_8.png,Agentic,1.0
2,an iguana hitting a spoon,hitting,an_iguana_hitting_a_spoon_image_9.png,Agentic,0.0
2,an iguana hitting a spoon,hitting,an_iguana_hitting_a_spoon_image_10.png,Agentic,1.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_1.png,Agentic,1.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_2.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_3.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_4.png,Agentic,1.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_5.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_6.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_7.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_8.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_9.png,Agentic,0.0
2,a woman pulling a monkey,pulling,a_woman_pulling_a_monkey_image_10.png,Agentic,0.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_1.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_2.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_3.png,Physical,0.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_4.png,Physical,0.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_5.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_6.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_7.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_8.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_9.png,Physical,1.0
2,a spoon on a bowl,on,a_spoon_on_a_bowl_image_10.png,Physical,0.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_1.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_2.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_3.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_4.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_5.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_6.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_7.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_8.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_9.png,Physical,1.0
2,a cylinder in a box,in,a_cylinder_in_a_box_image_10.png,Physical,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_1.png,Agentic,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_2.png,Agentic,0.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_3.png,Agentic,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_4.png,Agentic,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_5.png,Agentic,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_6.png,Agentic,0.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_7.png,Agentic,0.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_8.png,Agentic,1.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_9.png,Agentic,0.0
2,a woman kicking a box,kicking,a_woman_kicking_a_box_image_10.png,Agentic,0.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_1.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_2.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_3.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_4.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_5.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_6.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_7.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_8.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_9.png,Physical,1.0
2,a blanket covering a bowl,covering,a_blanket_covering_a_bowl_image_10.png,Physical,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_1.png,Agentic,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_2.png,Agentic,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_3.png,Agentic,0.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_4.png,Agentic,0.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_5.png,Agentic,0.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_6.png,Agentic,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_7.png,Agentic,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_8.png,Agentic,0.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_9.png,Agentic,1.0
2,a child pushing a bowl,pushing,a_child_pushing_a_bowl_image_10.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_1.png,Agentic,0.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_2.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_3.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_4.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_5.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_6.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_7.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_8.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_9.png,Agentic,1.0
2,a monkey touching a teacup,touching,a_monkey_touching_a_teacup_image_10.png,Agentic,1.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_1.png,Physical,0.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_2.png,Physical,0.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_3.png,Physical,1.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_4.png,Physical,1.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_5.png,Physical,1.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_6.png,Physical,1.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_7.png,Physical,0.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_8.png,Physical,0.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_9.png,Physical,0.0
2,a bowl hanging over a blanket,hanging over,a_bowl_hanging_over_a_blanket_image_10.png,Physical,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_1.png,Agentic,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_2.png,Agentic,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_3.png,Agentic,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_4.png,Agentic,1.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_5.png,Agentic,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_6.png,Agentic,1.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_7.png,Agentic,1.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_8.png,Agentic,0.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_9.png,Agentic,1.0
2,a monkey kicking a bowl,kicking,a_monkey_kicking_a_bowl_image_10.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_1.png,Agentic,0.0
2,a man helping a man,helping,a_man_helping_a_man_image_2.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_3.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_4.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_5.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_6.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_7.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_8.png,Agentic,1.0
2,a man helping a man,helping,a_man_helping_a_man_image_9.png,Agentic,0.0
2,a man helping a man,helping,a_man_helping_a_man_image_10.png,Agentic,0.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_1.png,Agentic,1.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_2.png,Agentic,1.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_3.png,Agentic,0.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_4.png,Agentic,1.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_5.png,Agentic,0.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_6.png,Agentic,0.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_7.png,Agentic,0.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_8.png,Agentic,1.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_9.png,Agentic,1.0
2,a man hitting a box,hitting,a_man_hitting_a_box_image_10.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_1.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_2.png,Agentic,0.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_3.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_4.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_5.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_6.png,Agentic,0.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_7.png,Agentic,1.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_8.png,Agentic,0.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_9.png,Agentic,0.0
2,a child hitting a teacup,hitting,a_child_hitting_a_teacup_image_10.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_1.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_2.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_3.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_4.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_5.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_6.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_7.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_8.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_9.png,Agentic,1.0
2,a man touching a robot,touching,a_man_touching_a_robot_image_10.png,Agentic,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_1.png,Physical,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_2.png,Physical,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_3.png,Physical,0.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_4.png,Physical,0.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_5.png,Physical,0.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_6.png,Physical,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_7.png,Physical,0.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_8.png,Physical,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_9.png,Physical,1.0
2,a blanket covering a teacup,covering,a_blanket_covering_a_teacup_image_10.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_1.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_2.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_3.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_4.png,Physical,0.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_5.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_6.png,Physical,0.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_7.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_8.png,Physical,0.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_9.png,Physical,1.0
2,a spoon tied to a blanket,tied to,a_spoon_tied_to_a_blanket_image_10.png,Physical,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_1.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_2.png,Agentic,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_3.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_4.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_5.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_6.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_7.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_8.png,Agentic,0.0
2,a child helping a man,helping,a_child_helping_a_man_image_9.png,Agentic,1.0
2,a child helping a man,helping,a_child_helping_a_man_image_10.png,Agentic,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_1.png,Physical,1.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_2.png,Physical,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_3.png,Physical,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_4.png,Physical,1.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_5.png,Physical,1.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_6.png,Physical,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_7.png,Physical,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_8.png,Physical,1.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_9.png,Physical,0.0
2,a blanket covering a cylinder,covering,a_blanket_covering_a_cylinder_image_10.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_1.png,Physical,1.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_2.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_3.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_4.png,Physical,1.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_5.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_6.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_7.png,Physical,1.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_8.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_9.png,Physical,0.0
2,a blanket hanging over a spoon,hanging over,a_blanket_hanging_over_a_spoon_image_10.png,Physical,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_1.png,Physical,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_2.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_3.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_4.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_5.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_6.png,Physical,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_7.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_8.png,Physical,1.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_9.png,Physical,0.0
2,a spoon in a bowl,in,a_spoon_in_a_bowl_image_10.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_1.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_2.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_3.png,Physical,1.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_4.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_5.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_6.png,Physical,1.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_7.png,Physical,1.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_8.png,Physical,0.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_9.png,Physical,1.0
2,a cylinder occluded by a box,occluded by,a_cylinder_occluded_by_a_box_image_10.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_1.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_2.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_3.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_4.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_5.png,Physical,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_6.png,Physical,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_7.png,Physical,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_8.png,Physical,0.0
2,a bowl on a box,on,a_bowl_on_a_box_image_9.png,Physical,1.0
2,a bowl on a box,on,a_bowl_on_a_box_image_10.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_1.png,Physical,1.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_2.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_3.png,Physical,1.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_4.png,Physical,1.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_5.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_6.png,Physical,1.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_7.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_8.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_9.png,Physical,0.0
2,a cylinder hanging over a box,hanging over,a_cylinder_hanging_over_a_box_image_10.png,Physical,0.0
2,a box tied to a bowl,tied to,a_box_tied_to_a_bowl_image_1.png,Physical,0.0
